3.994287, 9.193731, 5.392349
3.898479, 9.307847, 5.771932
5.507974, 5.633277, 0.4618556
-2.903439, 3.647974, 2.195
0.1908092, 8.745066, 5.533906
4.164019, 2.392741, 1.942433
5.337278, 8.277592, 2.461619
0.08408928, 5.829912, 1.600397
-5.412464, 2.128469, 0.3833642
1.353723, 0.2324092, 1.464179
-1.263415, 5.368607, 2.737227
4.057348, 7.508593, 1.40755
0.1526222, 9.348299, 3.118512
-2.533159, 2.234354, 0.351835
0.8598156, 9.840026, 4.09757
1.599901, 1.001724, 3.263287
0.6985741, 3.549269, 2.027073
5.317165, 5.749071, 0.8585701
3.098612, 8.422859, 2.824945
2.447422, 1.576767, 1.767741
0.9837904, 5.416905, 1.409646
3.515474, 0.1178122, 4.374156
-3.267915, 9.606733, 5.232057
5.699713, 5.045554, 3.118883
-1.448875, 1.310344, 1.781835
-2.950159, 4.938044, 3.734106
2.203661, 3.337749, 1.559789
5.806778, 2.31432, 2.54298
-2.282239, 7.757611, 0.2888196
-2.796376, 2.744995, 1.734141
0.2028084, 1.904355, 1.692498
0.6947231, 7.905004, 1.139762
3.837645, 5.037344, 3.291409
1.315366, 5.304253, 2.12874
-5.448778, 9.145107, 4.562751
5.46781, 2.46536, 5.341601
-3.562856, 8.227285, 4.422364
1.116902, 1.316448, 1.68006
5.720453, 6.439224, 3.332575
-1.716842, 3.778306, 1.096768
3.423812, 8.038176, 3.514259
