3.032913, 5.719174, 3.261532
1.901838, 5.084092, 0.3744049
1.561463, 3.485157, 2.361121
-1.078727, 4.956117, 1.047001
1.3024, 4.27546, 2.612611
3.405951, 7.86442, 2.216134
3.621192, 6.167487, 0.7003975
0.7850022, 3.916724, 3.176811
3.862752, 1.440366, 1.858896
0.5661035, 0.9039354, 0.8227143
-0.4170518, 3.623701, 2.609516
3.701414, 1.204314, 0.3344369
-1.605525, 0.4206028, 1.114387
-2.110089, 7.818204, 0.4130802
3.881765, 5.395885, 3.418387
-3.82037, 7.866613, 2.223119
1.273272, 6.832326, 0.8810492
-0.7746787, 1.338964, 3.638637
-3.298645, 0.7260036, 1.191442
3.592408, 7.439698, 1.620675
