2.336729, 7.766995, 7.290915
1.546341, 2.917954, 6.178005
5.205623, 4.908108, 3.27371
1.010454, 2.538902, 2.756224
-3.544224, 4.166502, 0.6732502
-2.454593, 4.228204, 5.181407
-1.489768, 6.655224, 2.588767
3.06156, 7.92338, 1.829507
-4.275375, 2.352734, 7.962472
-4.378984, 7.346715, 0.1471605
5.319896, 2.16012, 5.327578
-2.245017, 6.960644, 3.236241
2.087291, 0.7665577, 7.554438
5.927082, 4.982148, 6.525131
-3.424539, 6.586003, 2.261574
0.5542068, 4.06623, 2.671643
-2.014055, 4.664696, 6.231376
5.871641, 6.492924, 4.397265
-3.264507, 6.657719, 4.753221
5.325151, 5.86375, 6.819896
1.421111, 5.270082, 7.101317
5.000525, 7.206931, 6.58019
3.949423, 1.10885, 1.736913
-0.7384453, 4.10329, 4.85376
-2.949701, 5.383988, 4.498735
-0.5788546, 6.273941, 2.291687
3.306062, 1.787986, 6.90586
-1.811567, 0.534812, 3.217565
0.3931227, 4.839226, 0.3228674
5.915094, 7.00774, 1.036468
