3.106889, 2.757853, 4.982098
-5.182998, 4.564805, 0.8222129
1.95606, 6.907661, 4.726101
5.961491, 7.044157, 1.099663
-2.563178, 3.735974, 3.92089
-0.474082, 6.61439, 5.907633
-5.475002, 3.694914, 3.686301
-2.148647, 2.157441, 4.184453
4.124575, 2.538655, 5.841727
-4.950552, 6.598244, 4.289422
1.301583, 8.387383, 0.7105737
3.590538, 2.72599, 1.253809
3.630402, 2.816747, 4.468801
-4.793678, 5.398356, 2.95619
2.475511, 2.411548, 0.1604755
0.9495096, 7.53773, 4.317505
-4.472116, 5.7807, 5.866138
0.2359095, 5.359945, 3.902668
-5.083599, 3.649981, 2.344774
5.780577, 0.1464343, 3.965379
-4.011053, 2.39607, 5.44821
3.39539, 2.194631, 4.589408
-0.04258728, 2.000779, 4.023018
1.10567, 2.392215, 1.418123
-2.670494, 1.01105, 3.207102
-5.776071, 9.994779, 5.887385
-5.664233, 1.768017, 2.941693
-1.39096, 4.05889, 2.077305
5.969205, 3.396561, 1.656541
4.168323, 6.807582, 1.730404
5.797637, 8.953071, 2.124307
0.3119497, 1.999298, 1.098818
4.497705, 0.2943873, 4.291457
5.947663, 9.643412, 2.045675
2.210852, 9.034797, 1.591073
-4.532223, 9.614508, 4.131676
1.214059, 8.325079, 3.768493
-4.864101, 7.986363, 1.0015
-3.776516, 5.378279, 2.291813
3.833005, 0.04897714, 0.8322473
-4.082457, 2.432445, 5.059343
3.591419, 9.762217, 5.500973
-0.5013418, 0.1381695, 0.529511
-1.030301, 0.3660405, 4.583928
4.776166, 9.489605, 0.8532994
2.635271, 2.217636, 0.6113677
-2.55549, 1.117805, 2.422845
-5.818202, 9.100671, 5.380119
-3.694648, 5.472198, 1.006283
2.210429, 0.5105937, 3.116522
3.569379, 3.889725, 1.171454
-2.924341, 8.117963, 0.6570075
0.3442564, 9.255768, 2.679598
-2.994503, 7.529299, 5.266479
-2.814455, 4.971818, 5.703563
1.236821, 0.5432665, 2.216599
-2.671636, 6.772554, 1.622304
1.879391, 2.230605, 2.88367
0.6979704, 8.28697, 0.8930948
5.530933, 1.496247, 0.01020026
1.565796, 5.416253, 1.167363
-2.172359, 5.345013, 0.3118508
-2.247912, 2.529001, 5.460171
-5.951514, 4.266338, 1.459967
-2.858107, 9.61236, 4.898726
-3.429196, 0.4982221, 2.713865
-1.397197, 9.961596, 0.3697042
-3.702707, 5.910893, 3.184058
-5.696465, 4.539196, 1.578496
-0.6202173, 4.366621, 4.093942
1.750869, 6.04214, 5.457398
-1.005344, 5.360642, 2.987648
1.173644, 0.2085412, 1.667773
-1.909379, 8.242109, 1.793493
-1.232046, 1.112334, 1.674529
0.3935127, 6.02213, 1.64051
-3.432238, 9.014959, 0.1693118
-0.956811, 5.20365, 1.19804
3.582616, 5.994598, 4.252749
4.075874, 0.1164854, 2.977752
-0.3039875, 7.209143, 1.423176
3.158359, 3.71169, 5.670463
-5.316746, 8.435983, 4.027692
3.975549, 7.079396, 5.644663
-2.04387, 7.941999, 2.559525
4.95042, 6.931247, 0.4274862
3.397848, 0.3487289, 1.038052
-3.562637, 2.246267, 3.287805
-5.199966, 1.253825, 3.717159
4.206718, 7.386903, 5.11619
-0.2418642, 4.149923, 5.251875
-3.157817, 3.529164, 4.863475
-4.25435, 0.683403, 0.1032593
4.823353, 9.317793, 2.696809
-5.223164, 6.637311, 5.916493
-1.061536, 8.006035, 4.052646
5.023344, 3.680834, 1.229598
-2.485727, 5.839428, 5.12009
3.715791, 7.263218, 3.913941
-5.538332, 0.3566563, 3.61511
5.806868, 6.809077, 5.142574
5.303434, 4.799917, 5.456722
5.8044, 6.234589, 1.823845
-1.973234, 2.946496, 5.239974
5.472359, 8.087023, 0.9446483
3.631147, 8.402864, 4.200953
1.481205, 0.6874692, 0.4827998
3.152069, 0.5551302, 4.69361
-4.84276, 0.7195365, 2.395133
